,year,iso2,variable,value
76984,1997,GR,new_sp_f014,0.0
20236,1997,LC,new_sp_m014,0.0
23682,1997,BJ,new_sp_m1524,215.0
111598,1997,GR,new_sp_f65,26.0
77013,1997,GT,new_sp_f014,33.0
82078,1997,CZ,new_sp_f1524,12.0
114665,1997,TJ,new_sp_f65,9.0
52922,1997,CH,new_sp_m65,25.0
4633,1997,SG,new_sp,436.0
20265,1997,LK,new_sp_m014,11.0
77094,1997,GY,new_sp_f014,3.0
23653,1997,BI,new_sp_m1524,208.0
77123,1997,HK,new_sp_f014,12.0
52951,1997,CI,new_sp_m65,260.0
77152,1997,HN,new_sp_f014,38.0
114636,1997,TH,new_sp_f65,690.0
53065,1997,CN,new_sp_m65,17041.0
77437,1997,IS,new_sp_f014,0.0
77466,1997,IT,new_sp_f014,5.0
20406,1997,LV,new_sp_m014,0.0
114348,1997,SM,new_sp_f65,0.0
53233,1997,CZ,new_sp_m65,83.0
111820,1997,HT,new_sp_f65,97.0
57322,1997,UY,new_sp_m65,53.0
77667,1997,KI,new_sp_f014,2.0
114330,1997,SL,new_sp_f65,15.0
81767,1997,CH,new_sp_f1524,14.0
19491,1997,HR,new_sp_m014,12.0
23425,1997,AZ,new_sp_m1524,120.0
57293,1997,US,new_sp_m65,944.0
110,1997,AI,new_sp,0.0
53262,1997,DE,new_sp_m65,509.0
57264,1997,UG,new_sp_m65,353.0
111849,1997,HU,new_sp_f65,44.0
77731,1997,KP,new_sp_f014,2.0
81709,1997,CF,new_sp_f1524,301.0
20590,1997,MK,new_sp_m014,1.0
57237,1997,UA,new_sp_m65,555.0
4097,1997,PF,new_sp,41.0
53289,1997,DJ,new_sp_m65,23.0
114302,1997,SK,new_sp_f65,50.0
23396,1997,AU,new_sp_m1524,8.0
57208,1997,TZ,new_sp_m65,699.0
77760,1997,KR,new_sp_f014,31.0
81683,1997,CD,new_sp_f1524,1376.0
53318,1997,DK,new_sp_m65,6.0
20619,1997,ML,new_sp_m014,16.0
81796,1997,CI,new_sp_f1524,955.0
114273,1997,SI,new_sp_f65,13.0
23454,1997,BA,new_sp_m1524,48.0
77609,1997,KG,new_sp_f014,4.0
57597,1997,YU,new_sp_m65,463.0
81883,1997,CM,new_sp_f1524,277.0
23539,1997,BE,new_sp_m1524,18.0
57568,1997,YE,new_sp_m65,34.0
114479,1997,SV,new_sp_f65,45.0
19119,1997,GB,new_sp_m014,2.0
77495,1997,JM,new_sp_f014,0.0
111766,1997,HN,new_sp_f65,26.0
81854,1997,CL,new_sp_f1524,92.0
57547,1997,WS,new_sp_m65,1.0
53123,1997,CR,new_sp_m65,45.0
77524,1997,JO,new_sp_f014,3.0
53152,1997,CU,new_sp_m65,116.0
114426,1997,SR,new_sp_f65,1.0
20461,1997,MA,new_sp_m014,119.0
23510,1997,BD,new_sp_m1524,2639.0
77553,1997,JP,new_sp_f014,11.0
81825,1997,CK,new_sp_f1524,0.0
57465,1997,VN,new_sp_m65,6989.0
4068,1997,PE,new_sp,27498.0
53176,1997,CV,new_sp_m65,10.0
4575,1997,SD,new_sp,10835.0
111795,1997,HR,new_sp_f65,136.0
77580,1997,KE,new_sp_f014,242.0
20515,1997,MD,new_sp_m014,0.0
5429,1997,UZ,new_sp,3388.0
114397,1997,SO,new_sp_f65,37.0
114375,1997,SN,new_sp_f65,62.0
81144,1997,BA,new_sp_f1524,53.0
56443,1997,SB,new_sp_m65,5.0
5054,1997,TJ,new_sp,373.0
21747,1997,RU,new_sp_m014,0.0
55513,1997,MW,new_sp_m65,101.0
79437,1997,RU,new_sp_f014,0.0
80369,1997,US,new_sp_f014,28.0
22361,1997,TJ,new_sp_m014,8.0
112623,1997,LS,new_sp_f65,23.0
55484,1997,MV,new_sp_m65,8.0
54591,1997,KI,new_sp_m65,1.0
21772,1997,RW,new_sp_m014,78.0
79462,1997,RW,new_sp_f014,78.0
113203,1997,MW,new_sp_f65,36.0
320,1997,AU,new_sp,226.0
80398,1997,UY,new_sp_f014,5.0
112652,1997,LT,new_sp_f65,67.0
55426,1997,MT,new_sp_m65,1.0
5174,1997,TO,new_sp,11.0
22332,1997,TH,new_sp_m014,53.0
79519,1997,SB,new_sp_f014,3.0
113174,1997,MV,new_sp_f65,0.0
55374,1997,MR,new_sp_m65,185.0
54655,1997,KP,new_sp_m65,240.0
112681,1997,LU,new_sp_f65,5.0
21829,1997,SB,new_sp_m014,2.0
4350,1997,PY,new_sp,859.0
80313,1997,UA,new_sp_f014,22.0
79546,1997,SC,new_sp_f014,0.0
80340,1997,UG,new_sp_f014,375.0
79404,1997,RO,new_sp_f014,53.0
113261,1997,MY,new_sp_f65,343.0
79375,1997,QA,new_sp_f014,0.0
55737,1997,NI,new_sp_m65,83.0
79237,1997,PR,new_sp_f014,0.0
80541,1997,VN,new_sp_f014,73.0
21629,1997,PW,new_sp_m014,0.0
4240,1997,PR,new_sp,126.0
112540,1997,LC,new_sp_f65,1.0
113369,1997,NE,new_sp_f65,8.0
55708,1997,NG,new_sp_m65,338.0
54477,1997,JP,new_sp_m65,4055.0
21657,1997,PY,new_sp_m014,25.0
4378,1997,QA,new_sp,39.0
79291,1997,PT,new_sp_f014,4.0
55679,1997,NE,new_sp_m65,25.0
79319,1997,PW,new_sp_f014,0.0
54504,1997,KE,new_sp_m65,284.0
112569,1997,LK,new_sp_f65,81.0
113290,1997,MZ,new_sp_f65,78.0
21685,1997,QA,new_sp_m014,0.0
55600,1997,MZ,new_sp_m65,313.0
233,1997,AR,new_sp,5307.0
79347,1997,PY,new_sp_f014,27.0
22423,1997,TM,new_sp_m014,2.0
19323,1997,GT,new_sp_m014,45.0
21714,1997,RO,new_sp_m014,31.0
5287,1997,TZ,new_sp,22010.0
54533,1997,KG,new_sp_m65,38.0
55571,1997,MY,new_sp_m65,1123.0
19247,1997,GN,new_sp_m014,25.0
113116,1997,MT,new_sp_f65,1.0
54684,1997,KR,new_sp_m65,1099.0
21856,1997,SC,new_sp_m014,0.0
79716,1997,SL,new_sp_f014,21.0
80051,1997,TJ,new_sp_f014,7.0
79734,1997,SM,new_sp_f014,0.0
112819,1997,MD,new_sp_f65,8.0
79761,1997,SN,new_sp_f014,75.0
21998,1997,SK,new_sp_m014,1.0
54879,1997,LK,new_sp_m65,271.0
55129,1997,MD,new_sp_m65,13.0
80022,1997,TH,new_sp_f014,38.0
112952,1997,MM,new_sp_f65,183.0
79783,1997,SO,new_sp_f014,63.0
4294,1997,PT,new_sp,1628.0
19272,1997,GQ,new_sp_m014,5.0
22122,1997,SR,new_sp_m014,0.0
22026,1997,SL,new_sp_m014,14.0
291,1997,AT,new_sp,434.0
55075,1997,MA,new_sp_m65,557.0
79812,1997,SR,new_sp_f014,0.0
54933,1997,LS,new_sp_m65,69.0
112923,1997,ML,new_sp_f65,34.0
79865,1997,SV,new_sp_f014,17.0
22071,1997,SN,new_sp_m014,64.0
5230,1997,TT,new_sp,52.0
54962,1997,LT,new_sp_m65,98.0
55020,1997,LV,new_sp_m65,29.0
79893,1997,SY,new_sp_f014,23.0
22093,1997,SO,new_sp_m014,72.0
4322,1997,PW,new_sp,7.0
113398,1997,NG,new_sp_f65,120.0
54850,1997,LC,new_sp_m65,1.0
21969,1997,SI,new_sp_m014,0.0
113064,1997,MR,new_sp_f65,70.0
55320,1997,MO,new_sp_m65,55.0
79601,1997,SE,new_sp_f014,2.0
80284,1997,TZ,new_sp_f014,251.0
112710,1997,LV,new_sp_f65,14.0
55291,1997,MN,new_sp_m65,17.0
54713,1997,KW,new_sp_m65,7.0
79630,1997,SG,new_sp_f014,0.0
55262,1997,MM,new_sp_m65,441.0
21911,1997,SE,new_sp_m014,0.0
79659,1997,SI,new_sp_f014,0.0
54770,1997,KZ,new_sp_m65,211.0
55233,1997,ML,new_sp_m65,164.0
113010,1997,MO,new_sp_f65,15.0
262,1997,AS,new_sp,6.0
80171,1997,TO,new_sp_f014,0.0
54798,1997,LA,new_sp_m65,124.0
22203,1997,SY,new_sp_m014,6.0
21940,1997,SG,new_sp_m014,0.0
79688,1997,SK,new_sp_f014,0.0
112765,1997,MA,new_sp_f65,275.0
55204,1997,MK,new_sp_m65,21.0
5201,1997,TR,new_sp,3439.0
54822,1997,LB,new_sp_m65,17.0
112981,1997,MN,new_sp_f65,9.0
80113,1997,TM,new_sp_f014,0.0
19294,1997,GR,new_sp_m014,0.0
22175,1997,SV,new_sp_m014,13.0
55766,1997,NL,new_sp_m65,31.0
22481,1997,TO,new_sp_m014,0.0
21601,1997,PT,new_sp_m014,8.0
78647,1997,MY,new_sp_f014,51.0
113737,1997,PG,new_sp_f65,0.0
80970,1997,AO,new_sp_f1524,1165.0
21288,1997,NZ,new_sp_m014,0.0
54076,1997,HN,new_sp_m65,28.0
112281,1997,KI,new_sp_f65,1.0
56271,1997,PY,new_sp_m65,74.0
56243,1997,PW,new_sp_m65,0.0
78676,1997,MZ,new_sp_f014,187.0
113708,1997,PF,new_sp_f65,3.0
80941,1997,AN,new_sp_f1524,0.0
4440,1997,RU,new_sp,42094.0
54105,1997,HR,new_sp_m65,117.0
21317,1997,OM,new_sp_m014,0.0
56215,1997,PT,new_sp_m65,84.0
78755,1997,NE,new_sp_f014,7.0
113679,1997,PE,new_sp_f65,496.0
80928,1997,AM,new_sp_f1524,16.0
78784,1997,NG,new_sp_f014,156.0
54130,1997,HT,new_sp_m65,162.0
21346,1997,PA,new_sp_m014,41.0
22708,1997,UY,new_sp_m014,3.0
56161,1997,PR,new_sp_m65,18.0
78813,1997,NI,new_sp_f014,37.0
54159,1997,HU,new_sp_m65,69.0
80899,1997,AL,new_sp_f1524,16.0
112345,1997,KP,new_sp_f65,148.0
54047,1997,HK,new_sp_m65,593.0
56133,1997,PL,new_sp_m65,359.0
56299,1997,QA,new_sp_m65,0.0
175,1997,AN,new_sp,5.0
78450,1997,MR,new_sp_f014,125.0
53886,1997,GQ,new_sp_m65,4.0
112194,1997,KE,new_sp_f65,103.0
113851,1997,PR,new_sp_f65,8.0
53908,1997,GR,new_sp_m65,47.0
4465,1997,RW,new_sp,2820.0
78502,1997,MT,new_sp_f014,0.0
21152,1997,NL,new_sp_m014,3.0
81115,1997,AZ,new_sp_f1524,42.0
53937,1997,GT,new_sp_m65,150.0
56386,1997,RW,new_sp_m65,40.0
113823,1997,PL,new_sp_f65,345.0
78560,1997,MV,new_sp_f014,3.0
112223,1997,KG,new_sp_f65,37.0
19404,1997,GY,new_sp_m014,1.0
21181,1997,NO,new_sp_m014,3.0
81086,1997,AU,new_sp_f1524,10.0
81057,1997,AT,new_sp_f1524,41.0
56361,1997,RU,new_sp_m65,39.0
81028,1997,AS,new_sp_f1524,0.0
5343,1997,UG,new_sp,17254.0
78589,1997,MW,new_sp_f014,84.0
22851,1997,VN,new_sp_m014,103.0
19203,1997,GH,new_sp_m014,77.0
54018,1997,GY,new_sp_m65,8.0
56328,1997,RO,new_sp_m65,461.0
113766,1997,PH,new_sp_f65,70.0
80999,1997,AR,new_sp_f1524,566.0
76864,1997,GE,new_sp_f014,0.0
4212,1997,PL,new_sp,3497.0
78842,1997,NL,new_sp_f014,4.0
22594,1997,TZ,new_sp_m014,188.0
80673,1997,YU,new_sp_f014,30.0
55931,1997,OM,new_sp_m65,10.0
54361,1997,IS,new_sp_m65,1.0
113485,1997,NO,new_sp_f65,18.0
5116,1997,TM,new_sp,764.0
112460,1997,KZ,new_sp_f65,115.0
21519,1997,PL,new_sp_m014,3.0
19220,1997,GM,new_sp_m014,2.0
79065,1997,PE,new_sp_f014,864.0
55902,1997,NZ,new_sp_m65,7.0
79094,1997,PF,new_sp_f014,1.0
80644,1997,YE,new_sp_f014,196.0
54390,1997,IT,new_sp_m65,381.0
21547,1997,PR,new_sp_m014,1.0
79123,1997,PG,new_sp_f014,1.0
80623,1997,WS,new_sp_f014,0.0
112488,1997,LA,new_sp_f65,54.0
113456,1997,NL,new_sp_f65,11.0
80597,1997,WF,new_sp_f014,0.0
79152,1997,PH,new_sp_f014,6.0
54419,1997,JM,new_sp_m65,1.0
113427,1997,NI,new_sp_f65,53.0
55795,1997,NO,new_sp_m65,27.0
112512,1997,LB,new_sp_f65,3.0
54448,1997,JO,new_sp_m65,22.0
79209,1997,PL,new_sp_f014,7.0
4407,1997,RO,new_sp,11666.0
113650,1997,PA,new_sp_f65,19.0
55960,1997,PA,new_sp_m65,39.0
54303,1997,IQ,new_sp_m65,208.0
21375,1997,PE,new_sp_m014,745.0
54187,1997,ID,new_sp_m65,753.0
78871,1997,NO,new_sp_f014,0.0
22679,1997,US,new_sp_m014,12.0
56076,1997,PH,new_sp_m65,129.0
21404,1997,PF,new_sp_m014,1.0
80823,1997,AF,new_sp_f1524,38.0
56047,1997,PG,new_sp_m65,0.0
349,1997,AZ,new_sp,981.0
54245,1997,IL,new_sp_m65,43.0
113621,1997,OM,new_sp_f65,5.0
78978,1997,NZ,new_sp_f014,0.0
21433,1997,PG,new_sp_m014,2.0
22650,1997,UG,new_sp_m014,340.0
112374,1997,KR,new_sp_f65,807.0
56018,1997,PF,new_sp_m65,3.0
80773,1997,AD,new_sp_f1524,1.0
79007,1997,OM,new_sp_f014,2.0
113592,1997,NZ,new_sp_f65,7.0
204,1997,AO,new_sp,8246.0
54274,1997,IN,new_sp_m65,245.0
55989,1997,PE,new_sp_m65,748.0
21462,1997,PH,new_sp_m014,5.0
22623,1997,UA,new_sp_m014,12.0
5316,1997,UA,new_sp,9533.0
79036,1997,PA,new_sp_f014,23.0
112403,1997,KW,new_sp_f65,4.0
54332,1997,IR,new_sp_m65,608.0
76838,1997,GD,new_sp_f014,0.0
112894,1997,MK,new_sp_f65,11.0
23993,1997,CD,new_sp_m1524,1401.0
114898,1997,TZ,new_sp_f65,198.0
52183,1997,AS,new_sp_m65,1.0
52693,1997,BT,new_sp_m65,8.0
76534,1997,EE,new_sp_f014,0.0
23877,1997,BW,new_sp_m1524,193.0
4868,1997,SV,new_sp,882.0
52212,1997,AT,new_sp_m65,185.0
76476,1997,DZ,new_sp_f014,92.0
82332,1997,EG,new_sp_f1524,525.0
75431,1997,BD,new_sp_f014,328.0
19006,1997,FJ,new_sp_m014,1.0
75460,1997,BE,new_sp_f014,2.0
20041,1997,KP,new_sp_m014,5.0
76448,1997,DO,new_sp_f014,53.0
111195,1997,ER,new_sp_f65,5.0
52665,1997,BS,new_sp_m65,2.0
82350,1997,ER,new_sp_f1524,3.0
76365,1997,DJ,new_sp_f014,51.0
75545,1997,BH,new_sp_f014,0.0
115237,1997,WS,new_sp_f65,0.0
24106,1997,CI,new_sp_m1524,1140.0
76394,1997,DK,new_sp_f014,1.0
75488,1997,BF,new_sp_f014,10.0
111452,1997,GD,new_sp_f65,0.0
52241,1997,AU,new_sp_m65,28.0
114927,1997,UA,new_sp_f65,377.0
19747,1997,IS,new_sp_m014,0.0
76423,1997,DM,new_sp_f014,0.0
3952,1997,NU,new_sp,0.0
75998,1997,CH,new_sp_f014,0.0
82679,1997,GM,new_sp_f1524,55.0
111423,1997,GB,new_sp_f65,51.0
75574,1997,BI,new_sp_f014,30.0
111478,1997,GE,new_sp_f65,12.0
115258,1997,YE,new_sp_f65,13.0
75230,1997,AR,new_sp_f014,133.0
111507,1997,GH,new_sp_f65,121.0
23820,1997,BS,new_sp_m1524,2.0
52780,1997,BZ,new_sp_m65,6.0
111177,1997,EG,new_sp_f65,34.0
82731,1997,GQ,new_sp_f1524,23.0
75259,1997,AS,new_sp_f014,0.0
76638,1997,ET,new_sp_f014,687.0
75288,1997,AT,new_sp_f014,33.0
115287,1997,YU,new_sp_f65,399.0
7,1997,AD,new_sp,17.0
82217,1997,DO,new_sp_f1524,314.0
20099,1997,KW,new_sp_m014,1.0
19545,1997,HU,new_sp_m014,0.0
52154,1997,AR,new_sp_m65,393.0
82245,1997,DZ,new_sp_f1524,1102.0
76581,1997,ER,new_sp_f014,0.0
82706,1997,GN,new_sp_f1524,246.0
20070,1997,KR,new_sp_m014,24.0
82303,1997,EE,new_sp_f1524,8.0
75375,1997,BA,new_sp_f014,11.0
4691,1997,SK,new_sp,283.0
75346,1997,AZ,new_sp_f014,0.0
19718,1997,IR,new_sp_m014,54.0
76563,1997,EG,new_sp_f014,64.0
52722,1997,BW,new_sp_m65,95.0
75317,1997,AU,new_sp_f014,0.0
19689,1997,IQ,new_sp_m014,416.0
57,1997,AF,new_sp,618.0
18977,1997,FI,new_sp_m014,0.0
24135,1997,CK,new_sp_m1524,0.0
23848,1997,BT,new_sp_m1524,39.0
115211,1997,WF,new_sp_f65,1.0
82662,1997,GH,new_sp_f1524,363.0
76338,1997,DE,new_sp_f014,16.0
19834,1997,JO,new_sp_m014,5.0
76141,1997,CN,new_sp_f014,1534.0
4815,1997,SR,new_sp,31.0
76114,1997,CM,new_sp_f014,25.0
111281,1997,FI,new_sp_f65,35.0
19033,1997,FM,new_sp_m014,0.0
75885,1997,CA,new_sp_f014,1.0
23964,1997,CA,new_sp_m1524,21.0
76085,1997,CL,new_sp_f014,11.0
76056,1997,CK,new_sp_f014,0.0
19919,1997,KG,new_sp_m014,1.0
3981,1997,NZ,new_sp,83.0
82578,1997,GB,new_sp_f1524,67.0
82465,1997,FJ,new_sp_f1524,6.0
115012,1997,UY,new_sp_f65,17.0
4786,1997,SO,new_sp,3093.0
75914,1997,CD,new_sp_f014,321.0
82521,1997,FR,new_sp_f1524,117.0
76027,1997,CI,new_sp_f014,118.0
19890,1997,KE,new_sp_m014,53.0
82492,1997,FM,new_sp_f1524,1.0
75940,1997,CF,new_sp_f014,53.0
82134,1997,DJ,new_sp_f1524,202.0
52355,1997,BD,new_sp_m65,2003.0
111310,1997,FJ,new_sp_f65,3.0
19863,1997,JP,new_sp_m014,8.0
4764,1997,SN,new_sp,5430.0
52469,1997,BH,new_sp_m65,10.0
19573,1997,ID,new_sp_m014,46.0
24019,1997,CF,new_sp_m1524,211.0
4737,1997,SM,new_sp,1.0
52384,1997,BE,new_sp_m65,115.0
115155,1997,VN,new_sp_f65,4340.0
52498,1997,BI,new_sp_m65,32.0
114983,1997,US,new_sp_f65,514.0
4719,1997,SL,new_sp,2296.0
52299,1997,BA,new_sp_m65,74.0
19977,1997,KI,new_sp_m014,1.0
5600,1997,WF,new_sp,1.0
75684,1997,BO,new_sp_f014,202.0
76309,1997,CZ,new_sp_f014,0.0
24077,1997,CH,new_sp_m1524,16.0
111252,1997,ET,new_sp_f65,108.0
23935,1997,BZ,new_sp_m1524,2.0
82407,1997,ET,new_sp_f1524,2469.0
19776,1997,IT,new_sp_m014,14.0
52270,1997,AZ,new_sp_m65,3.0
114954,1997,UG,new_sp_f65,131.0
52608,1997,BO,new_sp_m65,318.0
75603,1997,BJ,new_sp_f014,26.0
76667,1997,FI,new_sp_f014,0.0
111366,1997,FR,new_sp_f65,274.0
76252,1997,CV,new_sp_f014,2.0
82607,1997,GD,new_sp_f1524,1.0
111337,1997,FM,new_sp_f65,2.0
75856,1997,BZ,new_sp_f014,2.0
76199,1997,CR,new_sp_f014,31.0
82633,1997,GE,new_sp_f1524,38.0
75798,1997,BW,new_sp_f014,28.0
463,1997,BE,new_sp,434.0
19062,1997,FR,new_sp_m014,24.0
76228,1997,CU,new_sp_f014,2.0
82436,1997,FI,new_sp_f1524,2.0
5573,1997,VU,new_sp,66.0
52527,1997,BJ,new_sp_m65,107.0
19805,1997,JM,new_sp_m014,1.0
75741,1997,BS,new_sp_f014,0.0
75769,1997,BT,new_sp_f014,4.0
82192,1997,DM,new_sp_f1524,0.0
52412,1997,BF,new_sp_m65,36.0
114785,1997,TO,new_sp_f65,0.0
24164,1997,CL,new_sp_m1524,107.0
19660,1997,IN,new_sp_m014,50.0
111524,1997,GM,new_sp_f65,8.0
4662,1997,SI,new_sp,156.0
52125,1997,AO,new_sp_m65,193.0
4896,1997,SY,new_sp,1423.0
75201,1997,AO,new_sp_f014,431.0
20184,1997,LA,new_sp_m014,2.0
76696,1997,FJ,new_sp_f014,0.0
75159,1997,AM,new_sp_f014,3.0
4010,1997,OM,new_sp,165.0
491,1997,BF,new_sp,1126.0
82782,1997,GT,new_sp_f1524,228.0
75054,1997,AF,new_sp_f014,5.0
82753,1997,GR,new_sp_f1524,14.0
52809,1997,CA,new_sp_m65,90.0
5544,1997,VN,new_sp,50016.0
82163,1997,DK,new_sp_f1524,6.0
19631,1997,IL,new_sp_m014,5.0
76723,1997,FM,new_sp_f014,1.0
75172,1997,AN,new_sp_f014,0.0
76809,1997,GB,new_sp_f014,8.0
52096,1997,AN,new_sp_m65,3.0
24193,1997,CM,new_sp_m1524,321.0
20156,1997,KZ,new_sp_m014,22.0
5499,1997,VG,new_sp,0.0
5626,1997,WS,new_sp,14.0
111148,1997,EE,new_sp_f65,12.0
76752,1997,FR,new_sp_f014,17.0
23763,1997,BO,new_sp_m1524,1214.0
56019,1998,PF,new_sp_m65,4.0
41996,1998,ES,new_sp_m4554,195.0
93449,1998,CN,new_sp_f3544,12672.0
41968,1998,ER,new_sp_m4554,15.0
99987,1998,GM,new_sp_f4554,25.0
21434,1998,PG,new_sp_m014,9.0
44229,1998,NL,new_sp_m4554,21.0
41950,1998,EG,new_sp_m4554,475.0
93507,1998,CR,new_sp_f3544,47.0
104987,1998,CN,new_sp_f5564,7122.0
78979,1998,NZ,new_sp_f014,0.0
41921,1998,EE,new_sp_m4554,64.0
75770,1998,BT,new_sp_f014,7.0
29195,1998,AZ,new_sp_m2534,47.0
44142,1998,NE,new_sp_m4554,234.0
30572,1998,FM,new_sp_m2534,3.0
101144,1998,LU,new_sp_f4554,2.0
19806,1998,JM,new_sp_m014,0.0
2721,1998,KN,new_sp,4.0
19273,1998,GQ,new_sp_m014,6.0
113593,1998,NZ,new_sp_f65,5.0
100630,1998,JP,new_sp_f4554,329.0
105045,1998,CR,new_sp_f5564,17.0
42025,1998,ET,new_sp_m4554,839.0
35846,1998,CU,new_sp_m3544,109.0
79008,1998,OM,new_sp_f014,3.0
79095,1998,PF,new_sp_f014,3.0
105240,1998,DK,new_sp_f5564,6.0
100744,1998,KI,new_sp_f4554,5.0
75131,1998,AL,new_sp_f014,2.0
93422,1998,CM,new_sp_f3544,268.0
100014,1998,GN,new_sp_f4554,115.0
35817,1998,CR,new_sp_m3544,67.0
93536,1998,CU,new_sp_f3544,23.0
21520,1998,PL,new_sp_m014,4.0
30630,1998,GA,new_sp_m2534,159.0
30687,1998,GD,new_sp_m2534,0.0
106341,1998,JM,new_sp_f5564,4.0
56077,1998,PH,new_sp_m65,81.0
78900,1998,NP,new_sp_f014,173.0
18080,1998,BT,new_sp_m014,3.0
30713,1998,GE,new_sp_m2534,91.0
41810,1998,DM,new_sp_m4554,1.0
93646,1998,DE,new_sp_f3544,141.0
90943,1998,RO,new_sp_f2534,692.0
35163,1998,BH,new_sp_m3544,36.0
78872,1998,NO,new_sp_f014,0.0
56105,1998,PK,new_sp_m65,137.0
93673,1998,DJ,new_sp_f3544,76.0
104902,1998,CK,new_sp_f5564,0.0
41781,1998,DK,new_sp_m4554,18.0
21548,1998,PR,new_sp_m014,1.0
93617,1998,CZ,new_sp_f3544,12.0
99970,1998,GH,new_sp_f4554,366.0
113622,1998,OM,new_sp_f65,2.0
93560,1998,CV,new_sp_f3544,5.0
101173,1998,LV,new_sp_f4554,23.0
35870,1998,CV,new_sp_m3544,14.0
93588,1998,CY,new_sp_f3544,0.0
104960,1998,CM,new_sp_f5564,53.0
55076,1998,MA,new_sp_m65,527.0
56048,1998,PG,new_sp_m65,4.0
30354,1998,EC,new_sp_m2534,286.0
42324,1998,GN,new_sp_m4554,271.0
30658,1998,GB,new_sp_m2534,164.0
2613,1998,KG,new_sp,830.0
35674,1998,CK,new_sp_m3544,0.0
41835,1998,DO,new_sp_m4554,130.0
21405,1998,PF,new_sp_m014,0.0
75742,1998,BS,new_sp_f014,1.0
22027,1998,SL,new_sp_m014,14.0
55990,1998,PE,new_sp_m65,889.0
30545,1998,FJ,new_sp_m2534,11.0
35759,1998,CN,new_sp_m3544,25088.0
1727,1998,FM,new_sp,14.0
42196,1998,GB,new_sp_m4554,108.0
30458,1998,ES,new_sp_m2534,361.0
42168,1998,GA,new_sp_m4554,76.0
44171,1998,NG,new_sp_m4554,889.0
101057,1998,LR,new_sp_f4554,45.0
105126,1998,CY,new_sp_f5564,0.0
93306,1998,CH,new_sp_f3544,6.0
93193,1998,CA,new_sp_f3544,26.0
79037,1998,PA,new_sp_f014,1.0
30487,1998,ET,new_sp_m2534,3187.0
91029,1998,SA,new_sp_f2534,86.0
79066,1998,PE,new_sp_f014,862.0
4408,1998,RO,new_sp,10841.0
55903,1998,NZ,new_sp_m65,4.0
55932,1998,OM,new_sp_m65,12.0
93248,1998,CF,new_sp_f3544,217.0
112953,1998,MM,new_sp_f65,229.0
100090,1998,GT,new_sp_f4554,160.0
42251,1998,GE,new_sp_m4554,58.0
105184,1998,DE,new_sp_f5564,80.0
75604,1998,BJ,new_sp_f014,15.0
93222,1998,CD,new_sp_f3544,2716.0
105155,1998,CZ,new_sp_f5564,11.0
1842,1998,GD,new_sp,2.0
30430,1998,ER,new_sp_m2534,30.0
42225,1998,GD,new_sp_m4554,0.0
113486,1998,NO,new_sp_f65,5.0
30412,1998,EG,new_sp_m2534,943.0
34622,1998,AD,new_sp_m3544,1.0
17315,1998,AD,new_sp_m014,0.0
106312,1998,IT,new_sp_f5564,75.0
105211,1998,DJ,new_sp_f5564,17.0
93335,1998,CI,new_sp_f3544,703.0
35732,1998,CM,new_sp_m3544,787.0
2642,1998,KH,new_sp,13865.0
105074,1998,CU,new_sp_f5564,31.0
35898,1998,CY,new_sp_m3544,0.0
100039,1998,GQ,new_sp_f4554,7.0
79784,1998,SO,new_sp_f014,77.0
21463,1998,PH,new_sp_m014,2.0
42083,1998,FJ,new_sp_m4554,8.0
115185,1998,VU,new_sp_f65,1.0
1232,1998,CU,new_sp,746.0
93364,1998,CK,new_sp_f3544,0.0
90976,1998,RU,new_sp_f2534,24.0
42054,1998,FI,new_sp_m4554,15.0
42297,1998,GM,new_sp_m4554,79.0
19632,1998,IL,new_sp_m014,1.0
19777,1998,IT,new_sp_m014,15.0
91058,1998,SB,new_sp_f2534,16.0
29224,1998,BA,new_sp_m2534,75.0
30516,1998,FI,new_sp_m2534,4.0
42280,1998,GH,new_sp_m4554,775.0
42110,1998,FM,new_sp_m4554,1.0
21491,1998,PK,new_sp_m014,59.0
2692,1998,KM,new_sp,99.0
105098,1998,CV,new_sp_f5564,5.0
205,1998,AO,new_sp,7333.0
101086,1998,LS,new_sp_f4554,65.0
44200,1998,NI,new_sp_m4554,106.0
5117,1998,TM,new_sp,790.0
2671,1998,KI,new_sp,52.0
100061,1998,GR,new_sp_f4554,8.0
30383,1998,EE,new_sp_m2534,49.0
113514,1998,NP,new_sp_f65,170.0
55961,1998,PA,new_sp_m65,5.0
75685,1998,BO,new_sp_f014,202.0
101115,1998,LT,new_sp_f4554,22.0
91404,1998,SV,new_sp_f2534,93.0
112924,1998,ML,new_sp_f65,30.0
30742,1998,GH,new_sp_m2534,1009.0
34390,1998,VN,new_sp_m2534,6567.0
19864,1998,JP,new_sp_m014,2.0
75915,1998,CD,new_sp_f014,651.0
94117,1998,GB,new_sp_f3544,71.0
41385,1998,CH,new_sp_m4554,12.0
56300,1998,QA,new_sp_m65,2.0
101282,1998,MD,new_sp_f4554,10.0
78648,1998,MY,new_sp_f014,45.0
1342,1998,DE,new_sp,3124.0
36041,1998,DM,new_sp_m3544,0.0
2557,1998,JP,new_sp,11935.0
90830,1998,PT,new_sp_f2534,160.0
79894,1998,SY,new_sp_f014,20.0
113767,1998,PH,new_sp_f65,56.0
94172,1998,GE,new_sp_f3544,25.0
106399,1998,JP,new_sp_f5564,417.0
31030,1998,HR,new_sp_m2534,81.0
